name,placeId,taking_students,notes
Cochrane Family & Community Support Services (FCSS) & Cochrane & Area Family Resource Network (FRN),ChIJXR3D0YNAcVMRJdmhUloIjTY,,
Cochrane Humane Society,ChIJBRhBOIZAcVMR_fsN5z8lrrc,,
Cochrane Massage Therapy by Jenny Williams,ChIJI9wsGINAcVMR86CqRaw2_PE,,
Cochrane Psychology Services,ChIJ6UES2JxAcVMR5iZuc2JJVCc,,
Cochrane Urgent Care Center,ChIJS5IG8nw_cVMRgwamXzsFgxk,,
Collective Healing Centre,ChIJ8ZA57jkjoFMRcIAIeAac7z4,,
Common Thread Psychology,ChIJt3l0YGtfcVMR7HhdjfTQtIA,,
Community Counseling Svc,ChIJNWvMNaCyCVMRNJI53pcblJw,,
Community Counselling Centre,ChIJO57agtMjoFMRL5rpUvayUn4,,
Community Health Services - Prairie North Plaza,ChIJbaQd9JayCVMRPsQXkbZ0g7A,,
Community Links,ChIJieEYO29fcVMROaNwDXGVEd0,,
Community Social Development (FCSS),ChIJtdBjt_GOn1MRtrskLEEq2PU,,
CommunityAim,ChIJnYqU3VmOn1MRn-f405oW7y0,,
Compass Counselling,ChIJSfF6JQD5n1MRxjHZsVNVFFQ,,
Compassion Culture Counselling,ChIJT0TGfX-ZcVMRpN0MHxmqJg8,,
Compassionate Central: Counselling & Therapy,ChIJndJM3WFxcVMRWpwjKZ3JwCM,,
Compassionate Counselling Inc.,ChIJ55s07TAioFMR_iDerDpYoqs,,
Complete Function - Red Deer,ChIJ-6Ih2hFXdFMRE2cg1Sd_NPM,,
Complexions Skin Therapy,ChIJGUtDSJuyCVMR3J7bf3vjI98,,
Connect Psychology,ChIJ43AgmSxucVMR2_UvrSWPhBI,,
Connected Counselling & Psychological Services,ChIJOb4-QJ2HblMRE7d6MdFxH_Y,,
Connected Therapy Services,ChIJ9eogYGyZcVMRuUgvlyOqcD4,,
Connelly Counselling Service,ChIJ_TWUZQv5n1MR0C3yrfzFj58,,
Conquest Counselling & Wellness Inc.,ChIJmbYx5R89oFMRKbHILHEKN3U,,
Conscientia Counselling,ChIJedtxAfFxcVMRkotWrk5EogQ,,
Conscious Counselling Services,ChIJx_TWIi93cVMRgU-sJdHQejE,,
Continuum Psychology,ChIJd7eGMFsnoFMRyhKEygLCzm8,,
Cook Counselling Services,ChIJveQ5qNgloFMR4sSW-SsO-kM,,
Core Elements Counselling & Coaching Services,ChIJc2myRMOHblMR0R9_U9FUr7g,,
Core Elements Counselling Services,ChIJESeGG8eHblMR71lm3eJr3bA,,
Core Psychology & Counselling Calgary,ChIJWTk0aatvcVMRePlYivDTx-o,,
CORE Wellness - Sherwood Park,ChIJadkp5ioWoFMRtDk4ykgZQhE,,
Corinne Baht Therapy,ChIJU8YWrOeZcVMR__YPq7VWRIA,,
Cornerstone Counselling - Glenora,ChIJ94wCEi4ioFMRrgVVeFUafZw,,
Cornerstone Counselling - Mill Woods,ChIJtRE3oaYZoFMR4MAJ1_gKwpc,,
Coulee Winds Counselling,ChIJM69AZSOHblMRa06wFt6oILw,,
Counselling By Brooklynn,ChIJs1sePm5bEQsRWsup2OLPBHQ,,
Counselling for the Health of It,ChIJb5pnQrIjoFMRF8BfanFzFE8,,
Counselling in Calgary with SQA,ChIJwRZdsTxvcVMR_54LNbLX3UI,,
Counselling Solutions,ChIJj91F1gaXkFMRTcDUnvg5ckY,,
Counselling Support Centre Online,ChIJJxEL8CFfcVMRNtGTfNaOpWE,,
Counselling Transformations,ChIJ0ap76uSHblMRP5cx5rNiJo8,,
Country Counselling Services,ChIJQUDi9w24ClMR4mLT_KDY9_g,,
Country Counsellor (The),ChIJbTweDcyZcVMRz0u4sKLmZLU,,
Country Road Counselling,ChIJ0T7HjZlBcVMRv3ADOuWxPnA,,
Couples Counselling Services,ChIJx3zy_40loFMRGq_OUuxEqvk,,
Couples to Cradles Counselling Inc.,ChIJ8Xcq0IqHblMRfk3N8grzJak,,
Cozy Counselling Services,ChIJdQpRMV2HblMRVN9nVQHg13c,,
Cozy Therapies,ChIJR16w_q8_cVMRSANhWM8J0A4,,
Cozy&Co Counselling and Wellness,ChIJhc2XhFVVdFMRukK3_S06_C4,,
Craft Psychology,ChIJnYqiBYFxcVMRj5Bdthvk6VI,,
CRAVE Beauty + Wellness Lab,ChIJPUT3s7OPn1MRU7j-IOeCn0Q,,
Create&Cultivate Wellness,ChIJ445KP2OPn1MRXvoUkvpWAiQ,,
Creative Minds Consulting Services Inc,ChIJffeOy6EtE1MRuUfct0tIQEc,,
Credit Counselling Society Calgary | Free Debt Help and Debt Relief,ChIJxa3SxeFkcVMRhwA8Zt-rucc,,
Credit Counselling Society Edmonton | Free Debt Help and Debt Relief,ChIJCdowlNMjoFMReQTPOead-04,,
CrisisCare Counselling,ChIJ8Xh0IJGyCVMRAkW2lHFhWWo,,
Cross & Magill Psychological,ChIJkxkEMNMjoFMRkU66etEHFj0,,
Crossroads Psychological & Wellness Inc.,ChIJIafilhM9oFMRWUfbv4w6s3c,,
Crosswaters Counselling,ChIJPb5d88UtE1MRavJFRGk24i8,,
Crowsnest Counselling Services,ChIJgewgS-iPb1MRIEuDghhEUhU,,
Crystal Hartman Associates Counselling Services,ChIJVVUlYLeHblMRZq8xFxFEbS4,,
CS Counselling Services,ChIJteWojN2XkFMRh7AJNUwYn8Y,,
Cure MD Medical Centres,ChIJOaIp1Bf5n1MRUa95Zx7azBU,,
Curio Counselling Calgary,ChIJNc2E_GtiG6YRL7TWinFdTHo,,
Curious Paradox Psychological Inc.,ChIJy9yZijkXoFMRo9tj5ORLRgY,,
Currents Art Psychotherapy Studio,ChIJ60Pa4Za7ClMRMv4ibFzJ8Sg,,
CVB Wellness - Athletic Therapy & CranioSacral Therapy,ChIJ933vEsb7n1MRr3ThOYdcbB4,,
D'Anza French Psychological Services Ltd.,ChIJ_7iiZAizCVMRHZUvI5zReas,,
Dana Owen Counselling,ChIJYQnTvRpBcVMREve7UOFPkyo,,
Dara Health,ChIJiZ4CAFhBcVMRwSBZjygKw5U,,
Daring Greatly Psychological,ChIJLzT6KPKOn1MRTAzIZC07lFc,,
Daughters of The Moon,ChIJufs2pGx3bmkRqyln14mt6f4,,
David Small Counselling Psychology,ChIJvTd1CYiZcVMREkSN_fyZnV8,,
Davidson Psychology,ChIJI6Czt1ORkFMRbwKiu14QJfw,,
DC Psychological Services,ChIJr_7PBsVVdFMRxgIN5rfYQqk,,
Deb Vernon,ChIJ1as75W8XoFMRyl6yEIckeeY,,
Deborah Colling Psychological Services,ChIJzaRMv-KHblMRQD3ShWh2Wnw,,
Delia Comer,ChIJbZHiZLsXoFMRM2k2-pO6zME,,
Denelle O'Reilly Psychology and Assessment,ChIJ0yvHAKEloFMRQQUZImDFKts,,
Dermapure Fort McMurray (formerly YMM Cosmetic and Laser Clinic),ChIJhzq8PbQIsFMRa_sea2GskRY,,
DFW Career Services Directions For Wellness Inc.,ChIJVUFyfsS7ClMRUSDhjBNAv1s,,
Dialogue Counselling Services,ChIJTWLzpLGzCVMR7bLrOyNpy9w,,
DISHA COUNSELLING & WELLNESS CENTRE,ChIJRTGNyK7FnwkRP0N4Mp7E2Es,,
Distress Centre Calgary,ChIJI5FE3-ZvcVMRxZ6eE4iXvaM,,
DiveThru,ChIJ3RaHnGgvoFMRG3K6rpu-Ml8,,
Dochas Psychological Services Inc.,ChIJMx1UMQ2Pn1MRqhlx8Mt1w3w,,
Dr Marica Rich Psychologist,ChIJPUiOKsyHblMRqmryF_ksJNc,,
Dr Rishi Singhal Psychiatrist,ChIJT8AfqgotE1MRro5m4FwFaZA,,
Dr Shiyanbola Clinic,ChIJHd_UFVezCVMR9nKRebQXHek,,
Dr. Alisa Singer Psychologist,ChIJySafVRQhoFMR0SPKyQIuZGQ,,
Dr. Alyssa Willoughby,ChIJYWz59-FvcVMRq9ajFsqDK1Q,,
Dr. Aprile Flickinger,ChIJUQR5JtoXoFMRBk9RWNqic34,,
Dr. Carley Christianson,ChIJq6o64uQloFMRNobD_ndU3Kw,,
Dr. Erik Wikman - Registered Psychologist,ChIJE9fhYKghoFMRRcU9j6BsiRY,,
Dr. Jennie Psychology Group,ChIJq6paXiZUdFMRWE81JRTHBa4,,
Dr. Joan M. C. Hillson,ChIJ49ox5WtfcVMRsEmf_otaczE,,
"Dr. Mary Pudmoreff, Registered Psychologist",ChIJeyqg-rIXoFMRWxmLVeI_hXI,,
"Dr. Melanie Vicino, ND - Naturopathic Doctor Fort McMurray",ChIJz4DqrpoPsFMRupP1axxtepI,,
Dr. Michelle Vandegriend,ChIJVat94eQloFMRgCy-8-3xZdM,,
Dr. Nancy Hurst,ChIJW_y18jAioFMR_e3opqLd-C4,,
Dr. Patrick Keelan,ChIJl5mmGoNAcVMRY-RtSjLf7VI,,
Dr. Ross Plews,ChIJAQCw4ZCyCVMRCnAjPYikxbc,,
Driftwood Balance - Massage & Wellness,ChIJeb2B-fiHblMRchoNaBuhACk,,
Drop-in Single Session Counselling,ChIJbVOrfjgioFMRRucuMuXleh8,,
Duggan Wellness Centre,ChIJwXcdfjG6ClMRFt3BoxYlXZc,,
Dynamic Healing,ChIJpVxSmyezCVMRB2HodHp8krs,,
Dynamic Physiotherapy,ChIJ-4Z9JimYcVMRXIZAeYSIoo4,,
Dynamic Physiotherapy and Wellness,ChIJr9nBt_GOn1MRnR9LB3isxO8,,
Dynamic Psychological,ChIJAQDw6XT5n1MR2HFxn_3lci0,,
E & A massage is EA Advanced Clinical Massage Therapy Ltd,ChIJbWMFCoz5n1MRM6rZbfohAFg,,
E Sky Psychological,ChIJWxojl86Pn1MRKnaf7okPzWw,,
E&W Alina Massage,ChIJBUTze5wJsFMRyxkVsF2aCnQ,,
Eastgate Physiotherapy Clinic Sherwood Park,ChIJDSJAlpYXoFMRg-Fpe_0jfjk,,
Eastside Community Mental Health Services (Wood's Homes),ChIJEZCbdyl7cVMR4twtQ_my_xw,,
Eden Health & Wellness Inc.,ChIJf-NDjgQloFMRKMjQYkWvIsE,,
Edenbridge Family Services Inc,ChIJU2sYurWHblMRcSU_s5a4_gg,,
Edgar Psychological,ChIJt1sOPisioFMR3uuxXk8Bqzo,,
Edmonton Addiction Family Counselling Services Inc.,ChIJK3t_njgjoFMRgZuphnAF9R4,,
Edmonton Counselling Services,ChIJ_4ML6CEjoFMRozP6eOPfdoo,,
Edmonton Psychological Group,ChIJg0EFgjsioFMRwlBpTIW5Oms,,
Edmonton Psychology Collective,ChIJ1wk4P8EfoFMR3kTdwzh_hbQ,,
Edmonton Therapy Services,ChIJKwY9NDhvcVMRQjh3qjTjIgg,,
Edwards & Holloway Health & Wellness,ChIJnQuGygdVdFMRkufN9E0d9R8,,
Effective Solutions Counselling & Consulting Inc.,ChIJs5GboWtfcVMRC5s_sRCv_ic,,
Element Counselling Services,ChIJfWTx6CUWoFMRJsjimJ8HCEw,,
Elemental Essence Therapy,ChIJHSq88j-zCVMRSJnFzvzs_9c,,
Elements Health,ChIJFwDwJ6uPn1MR4iYRFMBm6wM,,
Elevated Therapy Clinic,ChIJu7tn9MmHblMRPcxy50Kv9c4,,
Elevated Wellness Rmt,ChIJL7v-ywqzCVMR6MOXhsNZ3Fk,,
Elevation Wellness,ChIJKemd462HblMR2bi7naG5dtA,,
Elizabeth wellness massage,ChIJteSxZKz5n1MRe2kqf9ye1b0,,
Elleten Recovery,ChIJrwUdzKlBcVMRxCdmqr-JQjQ,,
Embody Counselling & Coaching Inc.,ChIJgSKvtyBUdFMRkR7mixiD5cU,,
Embrace Psychological Services Inc.,ChIJkSY6dR1fcVMRmpq0r2Yg7K4,,
"Embrace Wellness - Pelvic Floor Health, Physiotherapy & Chiropractic",ChIJmyuFqZxfcVMR3UweMEHnMIo,,
Embrace You Wellness,ChIJ-7fJWIMJsFMR1H7hNeBTQF0,,
Emerald Hills Pelvic Floor Physio & Sport Clinic Sherwood Park,ChIJO0hKtOQ9oFMRdX5beeUJ6QM,,
Emerge Psychology Inc.,ChIJFxYt_fUnoFMR8tQ1-9_n8uQ,,
Eminence Wellness Massage & Reflexology,ChIJdSnFsx75n1MRPRwbeiRc1yA,,
Emma Bulman Counselling,ChIJyxTo2Dh3cVMRTIuB-LUoR58,,
Emotions Therapy Calgary,ChIJ3zWehw5jmwoRzOKo9lgjESs,,
Empowered Solutions,ChIJjS3zq-0FsFMR5w9KKzL27GU,,
Endeavor Mental Health,ChIJZQogoOEXoFMRsjDI5V96N6M,,
Energetic Shifts,ChIJc5WNXS-Pn1MRQ1kp9ohC4O8,,
Energy Heals with Samantha Ross,ChIJeT1x_tAXoFMRUxjRTwA4eeg,,
Envision Medical Spa,ChIJJ5ukA3X5n1MRKDUvQ0RNYjU,,
Envision Occupational Therapy,ChIJVRgMNm9fcVMRpWPHbis0KdI,,
Envision Wellbeing - Psychological Services,ChIJM31lFMyHblMRgGU_Oe8HriY,,
Equinox Therapeutic - Psychologists West Edmonton,ChIJtRsDptggoFMRRME0nIW3uvU,,
Erica Ford Psychology,ChIJc09CVutBcVMRzdZNifS7pa8,,
Erika Kennedy ~ Psychological Services,ChIJadedcAD5n1MRyypBGIp67bk,,
Erin Ridge Family Health Centre - Health & Beauty,ChIJM3QSJRQvoFMRnRNdq2rnnNs,,
Erin Ridge Physio,ChIJJWrSOQsvoFMRd2ERu02bHw4,,
"Eros Therapeutic Services, Inc.",ChIJATFZFOZVdFMRbVpWPs1BiFY,,
Essence Psychological Services Inc.,ChIJDR4nA3hVdFMRdERR5O8nrL8,,
ETC Anger Management Counselling Calgary,ChIJ68P89CVxcVMRvBgQ4HEoLaw,,
Eudaimonia Wellness,ChIJAQBQBjBUdFMROPLkzLFay8s,,
Ever Therapy,ChIJTzucqpFxcVMRtTIKNHbazPg,,
Evolution Physiotherapy Okotoks,ChIJ7wTV-wWZcVMRX7KnTMAqRNk,,
Evolution Psychology,ChIJN4sjrFMnoFMRSuKjxAG5FZI,,
Evolution Psychology,ChIJdQRSBCsWoFMRwrkoGd8aWeA,,
Evolve Counselling & Psychological Services,ChIJteeOaC-RkFMRo61wBKZrRIA,,
Excel Psychological Services,ChIJS9vaAP1vcVMRh7GZxqLOCvw,,
Excelsior Physiotherapy,ChIJuRtaJNEXoFMR8miDAo0nztk,,
Expressive Sandplay Counselling,ChIJO6dX-MWRkFMRWLvPWLyyBYw,,
Family & Psychological Svc,ChIJ53Xm5nkmoFMRXHsVKLpqiSA,,
Family and Community Services Strathcona County,ChIJfYWCF7YXoFMRLH79lLQMV9U,,
Family Centre Downtown,ChIJ5Whk-tGHblMRpE7pk_E5TyA,,
Family Centre North,ChIJiyewXLiHblMRrp2xn3XQnRc,,
Family Centre West,ChIJw4lKDgOJblMRo8fcRLuk-9g,,
Family Christian Centre,ChIJ3wpyQlUIsFMR5DFRpHtYkIo,,
Family Counselling Centres - Beaumont,ChIJz_zfUdUcoFMRn8Rsq66_fpI,,
Family Counselling Centres - Edmonton,ChIJOZpeMi0foFMRijsRq2h3epg,,
Family Counselling Centres - Leduc,ChIJwduHz6b5n1MRHfRmJRpljP8,,
Family Education Society,ChIJZ6PxL0yRkFMRdBttpZhCOjY,,
Family First Chiropractic & Wellness,ChIJHTeWhXdWdFMRvtDbu_vdHIA,,
Family Footcare & Reflexology,ChIJKTLOdn2Rn1MR5NLd4owdk-g,,
Family Inspired Psychological Services,ChIJcaRNNCRUdFMR_uEaeZ0ius0,,
Family Life Massage,ChIJfwTlpiKPn1MR1NBCoot-Zqk,,
Family Life Psychology,ChIJs6y78O2On1MRvKaIoZMSY8I,,
Family Life Psychology & Wellness,ChIJDQ4bEYSPn1MR-OBnHQabkiQ,,
FAMILY MATTERS Interventions,ChIJAQBwe6stE1MR9N9__bkKOvI,,
Family Services Of Central Alberta,ChIJS9T6TzBUdFMR4fqim7OkrW4,,
Family Services Of Central Alberta,ChIJn3n_wrRVdFMR-Q6V2WZSW90,,
Family Services | The Church of Jesus Christ of Latter-day Saints,ChIJq5j9JWGGblMRXMXhwHeQ1M8,,
Family Ties (1997) Association,ChIJdRhej8eHblMR49C0ZiMKm8w,,
Fill Your Cup Counselling & Leanna Santangelo Counselling,ChIJT874me6HblMRAVnpH_15hPw,,
Findlay Grief Therapy,ChIJH8fxwmw_cVMRv_4JMMaLFhU,,
Firefly Counselling and Consulting - Sherwood Park,ChIJ7SwWdGsXoFMRB2taXXZpJt0,,
Fischer Humanistics Inc.,ChIJYRwMTlgsE1MRrIhti69OJno,,
Fischer Psychological,ChIJZSY-mF8XoFMR7r8920uhHgk,,
Fitch & Associates,ChIJ6aG5ESFUdFMRzk6Tpk7tq1Y,,
Flex Physio & Wellness,ChIJbx9shyCRkFMRpQInhMa_HrU,,
FLIP Psychology,ChIJt2NCC2oZoFMRgSp-mVV4b-Q,,
Float Wellness & Massage,ChIJmx7zzyUWoFMRxOEopCUlHxI,,
Flourish Clinic,ChIJIUMrgxM_cVMR4sVyWtii-og,,
Flourish Counselling Services,ChIJlUJntSMtE1MRI6-P1xxhj2Q,,
Flourish Play Therapy And Counselling,ChIJM31lFMyHblMRF9IQeX8A5rc,,
Flourish Psychological Services,ChIJXZjJqkt3cVMRNjjp_2jc7l0,,
FLOURISH PSYCHOLOGY YMM,ChIJa-1oMVgPsFMRaIxnGG_odG8,,
Flow Again Physiotherapy - Red Deer,ChIJpWvzKCVXdFMRQFJZyfZ49cE,,
Flutterby Psychology - Okotoks,ChIJ1XOxEmWXcVMRFZub6gQ9mYE,,
Foothills Family Counselling,ChIJtRYpdnqXcVMRMwsmjBz-QGo,,
Foothills Integrative - Psychotherapy and Neurotherapy,ChIJZzgOxRlwcVMRjEYExr6mUq0,,
Footprints in the Sand Counselling,ChIJ3QYwjmQHSksRzBV7OR0PPNk,,
Fora Physiotherapy,ChIJ9cPy2M47eEURtDhKfuj8z3o,,
Forever Balanced Massage & Wellness,ChIJQwjyrjr5n1MRxbELDGqoLic,,
Forge Psychology,ChIJ61nFgXMioFMRSEC6V6vsVS8,,
Fort McMurray Recovery Centre,ChIJz9GyLmUGsFMRp0zCNB_Y_KE,,
Fort McMurray Stress & Trauma Therapy,ChIJJVllBoEJsFMRMxMQyjgc6FQ,,
Fort McMurray TRT Therapy,ChIJ2TyI8uwPsFMRaSOQBpdXHiM,,
Forward Health & Vitality,ChIJ8dhrimWabWkRPy36gG03D0w,,
Forward Momentum Life Services,ChIJBfjw-KGZcVMRToysHWaXa1o,,
FORWARD Psychology & Wellness,ChIJ2WL29dwjoFMRnhV36cw44jo,,
FP Counselling,ChIJn8aWl01lcVMR7vPDBPh3vKc,,
Francis J Counselling Svc,ChIJRdaUA02RkFMRIZKw2r4dEUY,,
Freedom Counselling,ChIJpY8SfSZVdFMRVv-O67lTsfg,,
Freedom Psychological Consulting,ChIJQYJ5-xi8UWARoXJhOetwWn0,,
Fresh Hope Counselling Ltd. South,ChIJx3gwH6kZoFMRA9PuIRwkeMc,,
Fresh Hope Counselling Ltd. West End,ChIJZzC6ksUjoFMRMqT38785-dA,,
Fresh Life Chiropractic - Lethbridge,ChIJtfPyXUKIblMRxFOdF86zags,,
"Fresh Start Counseling, PLLC",ChIJG3k_Bq6PToYRXbrBkIzoTxk,,
Fresh Start Recovery - Lethbridge Facility Co-ed,ChIJzUDePMyHblMRbXcmbuZOe84,,
Fritzke Counselling & Psychological Services,ChIJoUPD1EiRkFMRp_R8lnqGBh8,,
Froese Psychological Services,ChIJ32aLMCJVdFMRzsoQdpR7Ozs,,
From Play To Words,ChIJx1oqPmqPn1MRjD9dF663xIA,,
Front Porch Counselling,ChIJPaojdtKBblMR8pbZC_GA9yA,,
Frontline Psychology,ChIJA3G7TMoloFMROhPJuHSx09Q,,
Full Circle Women's Clinic,ChIJvQpo4NkloFMRa_BrdBLV8fg,,
FUNctional Therapy Inc.,ChIJcaBC7ImOn1MROWK98HOoZ-I,,
Fyidoctors Okotoks - Southridge,ChIJowXY1CiYcVMR3MFmdDi8bBk,,
Fèath & Elemi- Massage and Wellness Clinic,ChIJU9iSfZUtE1MRLtSbgWGFcsc,,
"Gameday Men’s Health – Lethbridge, AB",ChIJfcuW6maHblMRxCCT_tyPipg,,
Gary Chernecki Marriage And Family Therapist,ChIJDxLWy_KZcVMR33jsVm6LvBY,,
"Gary Gerber, M. Div., RSW, CSAT",ChIJbdKB--lvcVMRxf-bUvCxKdg,,
Gateway Psychology,ChIJqXRCxEkXoFMRFmWps80mqbQ,,
GATEWAY THERAPY COUNSELLING CENTRE,ChIJJTn-6Nm7ClMRDBzV6cRii70,,
Gemini Center,ChIJAdstAjS6ClMRwLMjXS0tOC8,,
"Genovese Trauma & PTSD Recovery - EMDR, CBT and Stress Treatment in Edmonton",ChIJc_QwSr8hoFMRHnY94F5RuLM,,
Gibson Rhonda Dr,ChIJzQeF5nUmoFMRzq4jalcVJL0,,
Glenora Registered Psychologists,ChIJMZhWPisioFMR0E_t1bBLD1c,,
Global Physiotherapy (Sherwood Park),ChIJwaeLzyUWoFMRht2-cjcBhf4,,
Godard Greg Psychologist,ChIJeQXYxVAsE1MRV3_134NvmEs,,
Gold Pro Massage & Wellness Studio,ChIJueK9DPAXoFMRgMa_1KaUuSs,,
Graeme Ford Counselling,ChIJKyvixIjFcFMRl__LqHnnTGo,,
Grande Prairie Alberta Supports Centre,ChIJdyIxSkqRkFMRZcs5pCSVmOg,,
Grande Prairie Counseling,ChIJ54yc2leRkFMRXeyi_OHAaQ0,,
Grande Prairie Physiotherapy & Massage,ChIJDUK8Kq2WkFMRCh8tvTyuw_k,,
Grande Prairie Primary Care Network,ChIJKapBF0qRkFMRUVRxBW6j5xQ,,
Great North Therapy Services Inc,ChIJGbwNKlJxcVMRlJdOfe14O8Y,,
Greater House Counseling,ChIJqZTtOouNVoYR6uvr2mxz0Q4,,
Green Door Clinic Edmonton,ChIJFQ3d3lEjoFMR3ePMqZmLgN8,,
Greenberg Psychological Services,ChIJjRqgMdNRdFMRtlYUvakrO8w,,
Greenspan Psychology,ChIJtXAfQA8joFMRf7Ahnz_YQH4,,
Greenwich Counselling Services,ChIJg8K-C5uPn1MRe3_rbUU6sxI,,
Greenwood Psychology,ChIJT0IwzLMjoFMRhgjJtyIJzeo,,
Grit Psychology & Counselling Airdrie,ChIJbbXNZgZfcVMRkyXdPOtPziw,,
Grit Psychology & Counselling Calgary,ChIJZ9z5LwRvcVMRGZtVQAsH164,,
Grit Psychology & Counselling Red Deer [Anxiety][Depression][Relationship][Psychologist],ChIJj3ROU_ZVdFMRCq2ewT7l-Bw,,
Grounded Wellness Massage Therapy,ChIJIXxgujOPn1MRhPvNQ5qqLag,,
Gwynneth Moore Massage Therapist,ChIJK2Bb8Y27ClMRetklI0dMa9c,,
Habenly Massage Therapy,ChIJWRn8rUOzCVMRe3mwUz3krgA,,
Hands of Light Wellness Clinic,ChIJ5bnp5fgHsFMR-FZzQZZilFQ,,
Hands on Wellness,ChIJKTUjRESzCVMRfOjGiIw3Rpc,,
Happy Hour Psychology,ChIJF89NBnwhoFMRu2en4_MHfU4,,
Haring Counselling Services,ChIJB3RBNDBUdFMRolfFbqokqMg,,
Harland Counselling Lloydminster,ChIJvZoA252zCVMRSYV9YytUSKY,,
Harmonic Haven,ChIJv_4TjdOzCVMR28luoQ7IbJ0,,
Harmonize Counselling,ChIJHdoovexBcVMRF_QsfbNr_kM,,
Harmony Embodied Counselling,ChIJB2AHy4UnoFMRV0EkLdIdSu0,,
Harper Psychology,ChIJK88w-mtfcVMRqWHDFgazCVI,,
Hatch Counselling,ChIJfVG-ofxvcVMRquag9qQ-JKo,,
Haus Of Body | Cryotherapy | Redlight Therapy | Lymphatic Drainage & More,ChIJA6V4_mEtE1MRfbkX0_FVaI4,,
Haven Clinical Counselling,ChIJWYi18tAjoFMRYbAss-zz9HU,,
HEAL Psychology,ChIJDQpBTbhfcVMRe9An0g359e4,,
Healers Physiotherapy,ChIJ_W5XdtJfcVMR5T_50gRyG38,,
Healing Change,ChIJwcU6s0DEcFMRGCbKON_Nj_0,,
Healing Connections - Counselling Services / James Lieske,ChIJx9p7L1gsE1MRqLs3CmMJnAg,,
Healing Evolution,ChIJ3a5MfF6IblMR8BIn-ooUYk0,,
Healing Family Matters Counselling,ChIJQ_pBp5hHoFMRd9P6IAr9pnI,,
Healing Habits Psychotherapy Inc.,ChIJmTbXIAVBcVMRESQ2RQLkNkw,,
Healing Hands Oasis,ChIJOWr8bFAsE1MRDtCZryNQRAk,,
Healing Hands Therapy,ChIJaQs_10mRkFMR2CMyQQ7azHU,,
Healing Hands Wellness,ChIJ8eCSwi-YcVMRYCmzavz4Qvw,,
Healing Hearts Psychology,ChIJVRoSagAloFMR2t-Qkj2_Pe0,,
Healing Journey Collective Inc.,ChIJX-Y8_jCHblMRByKGgpv0YDE,,
Healing Journey Wellness Centre,ChIJ2bOW1BKRn1MRkBAe7cw6TZo,,
Healing Point Massage Therapy,ChIJK--2FLcnoFMRAWuVW9AezQ4,,
Healthology Consulting,ChIJVVUxb5GyCVMRoUONaroPNv8,,
Healthspring Wellness,ChIJd5rXKYwloFMRFETxwlOG9ws,,
Healthy Future Divorce,ChIJ70mx27UmCgcRWtignOSR90k,,
Healthy Living Centre,ChIJl7siftS7ClMRCbMVREKxNcM,,
Healthy Minds Collective,ChIJX3VGiCRvcVMR_i3xJVfGv_U,,
Heart of Healing Inc.,ChIJTzhXe1CZcVMRjh1IpIcLZbU,,
Heart Works Counselling Services,ChIJOTz88mGZcVMRc9XDqVnaXyA,,
Heartisan Counselling and Psychotherapy,ChIJOxbVjewloFMR4TzRjh02Ii8,,
Hedebring Psychological Services,ChIJE6DsnkgloFMRjKICpNidkhI,,
Help for Families Canada,ChIJNw7P8xEZoFMRzPajIOefnKY,,
Helping Marriages,ChIJfd2t4ZCyCVMRkc_p8EjTqBk,,
Henka Divorce Law & Mediation,ChIJGYD91dGzCVMR-a0yKFi0uKo,,
Heritage Assessment and Counselling Services,ChIJ84GDr2hWdFMRs2Z82x0V6S4,,
Heritage Family Services,ChIJfeiG_iVUdFMRk3wDfxlsAXA,,
Hexagon Psychology,ChIJ2e5FdrpfcVMRwvWV3ukCM7E,,
High Calling Family Care Centre,ChIJ3cwY_VVVdFMRKMGCwsejXFo,,
High Country Recovery Counseling,ChIJF7MaGvKOn1MRu8clB92R-4U,,
Higher Ground Counselling,ChIJfUTh8PFvcVMR7SphR9Yrrws,,
Higher Ground Counselling,ChIJvVR-c-OHblMRKI3AShRmyM8,,
Higher Health Acupuncture & Massage Therapy Clinic,ChIJ7dxDbU4PsFMRSY7y9N3X5zk,,
Highland Primary Care Network,ChIJgbYx625fcVMRNY8aQSPE3w4,,
Highland Psychological Services,ChIJ3dUrMYeRkFMRGfRDprRDgsc,,
Highlander,ChIJ60habO6On1MRLKPk_MlcGeI,,
Hiz & Herz Marriage Counselling,ChIJPc7V9eyHblMRQgVRsu3KjRs,,
Holding Hope Counselling Services Inc,ChIJAyzQD-gRdFMRyzZ4ET2Th34,,
"Holistic Elements Massage Therapy, Reflexology & Acupuncture",ChIJqRKOdm2RkFMRxSdWJ00BiH4,,
Holistic Fertility Group,ChIJ39UvQXInoFMRE8nupewS8FM,,
Holistic Healing Counselling,ChIJz0fQyAo9oFMRzInQFK4Wol4,,
Holistic Medical Clinic,ChIJp9Ox1lMPsFMRiq0MJF18CJk,,
Holistic Pain Solutions,ChIJgXAepG-yCVMR5NgoSo54p_I,,
"Holly Verge, RMT | Massage Therapy Fort McMurray",ChIJG5f37gkJsFMRsJpMEwkgLhQ,,
Holsom Wellness Inc.,ChIJwQHPDK4tE1MR6AylZ98kYA8,,
Holtby Professional Counseling,ChIJdVDl6mWzCVMRftopapX6Gq8,,
Hope & Healing Sanctuary - Counselling Services,ChIJy3XIefeVcVMRUxwnnb6u8H8,,
